Item Fat Content,Item Identifier,Item Type,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Rating,Outlet_Age,Item_Visibility_Log,Sales_Log
Regular,FDC21,Fruits and Vegetables,OUT019,Tier 1,Small,Grocery Store,0.075215349,14.6,4.0,6,-2.5873999598112065,4.6952430385420625
Regular,FDL32,Fruits and Vegetables,OUT019,Tier 1,Small,Grocery Store,0.214423791,15.7,4.0,6,-1.5398008904566296,4.724324725147871
Regular,FDN56,Fruits and Vegetables,OUT019,Tier 1,Small,Grocery Store,0.187443314,5.46,4.0,6,-1.6742788046145214,4.989606395236341
Regular,FDR31,Fruits and Vegetables,OUT019,Tier 1,Small,Grocery Store,0.086077865,6.46,4.0,6,-2.452502985385544,4.975423919459646
Regular,FDS44,Fruits and Vegetables,OUT019,Tier 1,Small,Grocery Store,0.27321283,12.65,4.0,6,-1.297504190455529,5.488746798840317
Regular,FDU20,Fruits and Vegetables,OUT019,Tier 1,Small,Grocery Store,0.037569401,19.35,4.0,6,-3.2815653630953583,4.801639522634766
Regular,FDV19,Fruits and Vegetables,OUT019,Tier 1,Small,Grocery Store,0.06173052,14.85,4.0,6,-2.7849768188308306,5.076159579208831
Regular,FDW32,Fruits and Vegetables,OUT019,Tier 1,Small,Grocery Store,0.165101585,18.35,4.0,6,-1.8011943278598594,4.486253758285529
Regular,FDX31,Fruits and Vegetables,OUT019,Tier 1,Small,Grocery Store,1e-09,20.35,4.0,6,-20.72326583694641,5.462966176239806
Regular,FDY56,Fruits and Vegetables,OUT019,Tier 1,Small,Grocery Store,0.109274313,16.35,4.0,6,-2.213893925143393,5.421888949524467
Regular,FDZ07,Fruits and Vegetables,OUT019,Tier 1,Small,Grocery Store,0.164391573,15.1,4.0,6,-1.8055040567979388,4.1560572193643495
Regular,FDM27,Meat,OUT019,Tier 1,Small,Grocery Store,0.277459381,12.35,4.0,6,-1.2820807312842555,5.058756027897964
Regular,FDO15,Meat,OUT019,Tier 1,Small,Grocery Store,0.014998914,16.75,4.0,6,-4.199777480500933,4.2959757053975585
Regular,FDP51,Meat,OUT019,Tier 1,Small,Grocery Store,0.149305497,13.85,4.0,6,-1.9017607566285069,4.792582098244697
Regular,FDQ03,Meat,OUT019,Tier 1,Small,Grocery Store,0.136592891,15.0,4.0,6,-1.9907503756594396,5.4765673122386005
Regular,FDT15,Meat,OUT019,Tier 1,Small,Grocery Store,0.074729835,12.15,4.0,6,-2.593875868990991,5.2192471025645
Regular,FDT51,Meat,OUT019,Tier 1,Small,Grocery Store,0.019117392,11.65,4.0,6,-3.9571567823360763,4.7154083863766525
Regular,FDV27,Meat,OUT019,Tier 1,Small,Grocery Store,0.070017381,7.97,4.0,6,-2.659011767754121,4.503706512214258
Regular,FDG21,Seafood,OUT019,Tier 1,Small,Grocery Store,0.256152243,17.35,4.0,6,-1.3619833120473277,5.023913415042099
Regular,FDG33,Seafood,OUT019,Tier 1,Small,Grocery Store,0.245542627,5.365,4.0,6,-1.404284713418874,5.154888007413596
Regular,FDJ57,Seafood,OUT019,Tier 1,Small,Grocery Store,1e-09,7.419999999999999,4.0,6,-20.72326583694641,5.222290169243997
Regular,FDB58,Snack Foods,OUT019,Tier 1,Small,Grocery Store,0.02363057,10.5,4.0,6,-3.745214066195281,4.960852437370567
Regular,FDC34,Snack Foods,OUT019,Tier 1,Small,Grocery Store,0.302478871,16.0,4.0,6,-1.1957438518846057,5.053038118446353
Regular,FDG46,Snack Foods,OUT019,Tier 1,Small,Grocery Store,0.057620562,8.63,4.0,6,-2.8538757958155276,4.757477453488689
Regular,FDP21,Snack Foods,OUT019,Tier 1,Small,Grocery Store,0.045068892,7.42,4.0,6,-3.099563026562246,5.256907699382034
Regular,FDU21,Snack Foods,OUT019,Tier 1,Small,Grocery Store,0.134327613,11.800000000000002,4.0,6,-2.0074735897368017,3.5850677384459604
Regular,FDY34,Snack Foods,OUT019,Tier 1,Small,Grocery Store,0.019227816,10.5,4.0,6,-3.9513972983742,5.105849711739774
Regular,DRA59,Soft Drinks,OUT019,Tier 1,Small,Grocery Store,0.223985293,8.27,4.0,6,-1.4961748855325632,5.232671032011734
Regular,DRL01,Soft Drinks,OUT019,Tier 1,Small,Grocery Store,0.13511877,19.5,4.0,6,-2.0016011095435635,5.455303166478672
Regular,FDB23,Starchy Foods,OUT019,Tier 1,Small,Grocery Store,0.00978492,19.2,4.0,6,-4.626912853946774,5.424536716225173
Low Fat,FDZ48,Baking Goods,OUT019,Tier 1,Small,Grocery Store,0.132995494,17.75,4.0,6,-2.0174400310335616,4.7410498193359745
Low Fat,FDP25,Canned,OUT019,Tier 1,Small,Grocery Store,0.037131628,15.2,4.0,6,-3.2932861658076797,5.382117927714346
Low Fat,FDC20,Fruits and Vegetables,OUT019,Tier 1,Small,Grocery Store,0.041970938,10.65,4.0,6,-3.1707778525892625,4.032951311752998
Low Fat,NCP55,Others,OUT019,Tier 1,Small,Grocery Store,0.019592289,14.65,4.0,6,-3.932619208522322,4.059777271750137
Low Fat,FDS13,Canned,OUT046,Tier 1,Small,Supermarket Type1,0.124506117,6.465,4.0,8,-2.0834004317542174,5.5827005034908455
Low Fat,FDX25,Canned,OUT046,Tier 1,Small,Supermarket Type1,0.102055777,16.7,4.0,8,-2.2822357818233963,5.220513650461082
Low Fat,FDZ38,Dairy,OUT046,Tier 1,Small,Supermarket Type1,0.008001018,17.6,4.0,8,-4.828186495397896,5.144246183560821
Low Fat,FDT40,Frozen Foods,OUT046,Tier 1,Small,Supermarket Type1,0.095795326,5.985,4.0,8,-2.3455413843396014,4.863432201572743
Low Fat,FDE29,Frozen Foods,OUT046,Tier 1,Small,Supermarket Type1,0.143129124,8.905,4.0,8,-1.9440080911149484,4.092472811589305
Low Fat,FDO40,Frozen Foods,OUT046,Tier 1,Small,Supermarket Type1,0.032628111,17.1,4.0,8,-3.4225810615635655,5.008895114194438
Low Fat,FDD20,Fruits and Vegetables,OUT046,Tier 1,Small,Supermarket Type1,0.020714523,14.15,4.0,8,-3.876920230510072,4.829949199205114
Low Fat,FDU56,Fruits and Vegetables,OUT046,Tier 1,Small,Supermarket Type1,0.044414056,16.85,4.0,8,-3.1141992830671725,5.2118145874732855
Low Fat,FDG32,Fruits and Vegetables,OUT046,Tier 1,Small,Supermarket Type1,0.175995526,19.85,4.0,8,-1.7372967047216359,5.416443454466375
Low Fat,NCM29,Health and Hygiene,OUT046,Tier 1,Small,Supermarket Type1,0.017642229,11.5,4.0,8,-4.037459875842095,4.88931551151724
Low Fat,FDC11,Starchy Foods,OUT046,Tier 1,Small,Supermarket Type1,0.141792841,20.5,4.0,8,-1.9533881527594474,4.507746975305602
Low Fat,FDW23,Baking Goods,OUT046,Tier 1,Small,Supermarket Type1,0.082012293,5.765,4.0,8,-2.5008861283198134,3.6510841246185337
Low Fat,FDK36,Baking Goods,OUT046,Tier 1,Small,Supermarket Type1,0.007215314,7.09,4.0,8,-4.931549567259769,3.8836934873071787
Low Fat,FDF12,Baking Goods,OUT046,Tier 1,Small,Supermarket Type1,0.082427854,8.235,4.0,8,-2.4958318652067426,5.01268386101613
Low Fat,FDX24,Baking Goods,OUT046,Tier 1,Small,Supermarket Type1,0.013929059,8.355,4.0,8,-4.2737780455181085,4.555414656002987
Low Fat,FDK24,Baking Goods,OUT046,Tier 1,Small,Supermarket Type1,0.101294945,9.195,4.0,8,-2.2897187702559267,3.855968922766466
Low Fat,FDT60,Baking Goods,OUT046,Tier 1,Small,Supermarket Type1,0.07554831,12.0,4.0,8,-2.582982959805445,4.8116866705722705
Low Fat,FDA48,Baking Goods,OUT046,Tier 1,Small,Supermarket Type1,0.11487406,12.1,4.0,8,-2.163918881147165,5.4045288200555355
Low Fat,FDY36,Baking Goods,OUT046,Tier 1,Small,Supermarket Type1,0.009410528,12.3,4.0,8,-4.665926216438263,4.313988664266597
Low Fat,FDN12,Baking Goods,OUT046,Tier 1,Small,Supermarket Type1,0.081103929,15.6,4.0,8,-2.5120238726717417,4.7305191940210545
Low Fat,FDH24,Baking Goods,OUT046,Tier 1,Small,Supermarket Type1,0.021431134,20.7,4.0,8,-3.8429105544244435,5.062777294897275
Low Fat,FDU35,Breads,OUT046,Tier 1,Small,Supermarket Type1,1e-09,6.44,4.0,8,-20.72326583694641,4.59784341060163
Low Fat,FDX59,Breads,OUT046,Tier 1,Small,Supermarket Type1,0.051661272,10.195,4.0,8,-2.9630468690856326,3.5367708544875693
Low Fat,FDV59,Breads,OUT046,Tier 1,Small,Supermarket Type1,0.048027043,13.35,4.0,8,-3.0359910308887605,5.393248383570147
Low Fat,FDP11,Breads,OUT046,Tier 1,Small,Supermarket Type1,0.069100548,15.85,4.0,8,-2.6721926177045034,5.382734798836807
Low Fat,FDO25,Canned,OUT046,Tier 1,Small,Supermarket Type1,0.127449031,6.3,4.0,8,-2.060038751170477,5.354352649913011
Low Fat,FDT25,Canned,OUT046,Tier 1,Small,Supermarket Type1,0.050750977,7.5,4.0,8,-2.9808244100140158,4.813867490950219
Low Fat,FDR49,Canned,OUT046,Tier 1,Small,Supermarket Type1,0.139228412,8.71,4.0,8,-1.9716394427138633,3.922717613693598
Low Fat,FDC26,Canned,OUT046,Tier 1,Small,Supermarket Type1,0.126383094,10.195,4.0,8,-2.068437556214709,4.72905545398404
Low Fat,FDS01,Canned,OUT046,Tier 1,Small,Supermarket Type1,0.017744999,11.6,4.0,8,-4.031651549237582,5.18721037145863
Low Fat,FDY25,Canned,OUT046,Tier 1,Small,Supermarket Type1,0.033974436,12.0,4.0,8,-3.3821469195242195,5.208926433386178
Low Fat,FDB51,Dairy,OUT046,Tier 1,Small,Supermarket Type1,0.038454076,6.92,4.0,8,-3.2582905808465736,4.1365288284287915
Low Fat,DRG27,Dairy,OUT046,Tier 1,Small,Supermarket Type1,0.105110692,8.895,4.0,8,-2.252741274589438,3.7403754779504834
Low Fat,FDY14,Dairy,OUT046,Tier 1,Small,Supermarket Type1,0.070040195,10.3,4.0,8,-2.6586859874450037,5.5760347055429325
Low Fat,FDR14,Dairy,OUT046,Tier 1,Small,Supermarket Type1,0.174049032,11.65,4.0,8,-1.7484182263603791,3.9876832008312264
Low Fat,FDI15,Dairy,OUT046,Tier 1,Small,Supermarket Type1,0.141352562,13.8,4.0,8,-1.9564980697857153,5.580440516781908
Low Fat,DRG39,Dairy,OUT046,Tier 1,Small,Supermarket Type1,0.042180995,14.15,4.0,8,-3.165785514830881,3.972143029368248
Low Fat,FDV50,Dairy,OUT046,Tier 1,Small,Supermarket Type1,0.122571209,14.3,4.0,8,-2.099063119926384,4.815212286882635
Low Fat,DRF51,Dairy,OUT046,Tier 1,Small,Supermarket Type1,0.165838224,15.75,4.0,8,-1.7967425200291773,3.6283488903739016
Low Fat,FDD39,Dairy,OUT046,Tier 1,Small,Supermarket Type1,0.070154899,16.7,4.0,8,-2.6570496388065177,5.389916122075442
Low Fat,FDS50,Dairy,OUT046,Tier 1,Small,Supermarket Type1,0.055433377,17.0,4.0,8,-2.8925733937186626,5.40317905781366
Low Fat,DRE03,Dairy,OUT046,Tier 1,Small,Supermarket Type1,0.024226902,19.6,4.0,8,-3.720291610355476,3.907448558581756
Low Fat,FDX50,Dairy,OUT046,Tier 1,Small,Supermarket Type1,0.074627201,20.1,4.0,8,-2.595250213566961,4.712434089054265
Low Fat,DRJ39,Dairy,OUT046,Tier 1,Small,Supermarket Type1,0.036326064,20.25,4.0,8,-3.31521977883295,5.398833065009224
Low Fat,FDO16,Frozen Foods,OUT046,Tier 1,Small,Supermarket Type1,0.015108194,5.48,4.0,8,-4.192518033335365,4.439410717493115
Low Fat,FDN40,Frozen Foods,OUT046,Tier 1,Small,Supermarket Type1,1e-09,5.88,4.0,8,-20.72326583694641,5.045357442323806
Low Fat,FDF16,Frozen Foods,OUT046,Tier 1,Small,Supermarket Type1,0.086132373,7.3,4.0,8,-2.4518699451847596,5.009351804108594
Low Fat,FDK04,Frozen Foods,OUT046,Tier 1,Small,Supermarket Type1,0.052312034,7.36,4.0,8,-2.9505288387768984,4.086964059862671
Low Fat,FDU04,Frozen Foods,OUT046,Tier 1,Small,Supermarket Type1,1e-09,7.93,4.0,8,-20.72326583694641,4.810894092446785
Low Fat,FDJ16,Frozen Foods,OUT046,Tier 1,Small,Supermarket Type1,0.114885647,9.195,4.0,8,-2.1638180192496534,4.104700751297736
Low Fat,FDZ04,Frozen Foods,OUT046,Tier 1,Small,Supermarket Type1,0.037955094,9.31,4.0,8,-3.2713515548994256,4.14552868398387
Low Fat,FDH16,Frozen Foods,OUT046,Tier 1,Small,Supermarket Type1,0.052555346,10.5,4.0,8,-2.945888455149383,4.507369908462178
Low Fat,FDJ53,Frozen Foods,OUT046,Tier 1,Small,Supermarket Type1,0.071257912,10.5,4.0,8,-2.6414494203844496,4.806557170308662
Low Fat,FDD28,Frozen Foods,OUT046,Tier 1,Small,Supermarket Type1,0.053296868,10.695,4.0,8,-2.931877711262955,4.105785530697687
Low Fat,FDF41,Frozen Foods,OUT046,Tier 1,Small,Supermarket Type1,0.131179812,12.15,4.0,8,-2.031186286262871,5.506331036265446
Low Fat,FDX40,Frozen Foods,OUT046,Tier 1,Small,Supermarket Type1,0.098993139,12.85,4.0,8,-2.312704734279416,3.6967583340626207
Low Fat,FDB17,Frozen Foods,OUT046,Tier 1,Small,Supermarket Type1,0.036672107,13.15,4.0,8,-3.3057388401367023,5.212746406205527
Low Fat,FDP04,Frozen Foods,OUT046,Tier 1,Small,Supermarket Type1,0.013812772,15.35,4.0,8,-4.282161607590364,4.185354600565464
Low Fat,FDC41,Frozen Foods,OUT046,Tier 1,Small,Supermarket Type1,0.116913245,15.6,4.0,8,-2.1463231149548037,4.371559545324038
Low Fat,FDM28,Frozen Foods,OUT046,Tier 1,Small,Supermarket Type1,0.045203854,15.7,4.0,8,-3.0965729302921208,5.199965565700769
Low Fat,FDV40,Frozen Foods,OUT046,Tier 1,Small,Supermarket Type1,0.014691784,17.35,4.0,8,-4.220466853011363,4.318871156691058
Low Fat,FDZ52,Frozen Foods,OUT046,Tier 1,Small,Supermarket Type1,0.100074524,19.2,4.0,8,-2.301840130547487,4.7121268271596
Low Fat,FDU40,Frozen Foods,OUT046,Tier 1,Small,Supermarket Type1,0.037403973,20.85,4.0,8,-3.285978350257128,5.265524510387112
Low Fat,FDS08,Fruits and Vegetables,OUT046,Tier 1,Small,Supermarket Type1,0.05696122,5.735,4.0,8,-2.8653845935684643,5.178051877151504
Low Fat,FDZ55,Fruits and Vegetables,OUT046,Tier 1,Small,Supermarket Type1,0.025408702,6.055,4.0,8,-3.672663565205889,5.08692944624468
Low Fat,FDB44,Fruits and Vegetables,OUT046,Tier 1,Small,Supermarket Type1,0.016958832,6.655,4.0,8,-4.076966518914412,5.352135820036068
Low Fat,FDI56,Fruits and Vegetables,OUT046,Tier 1,Small,Supermarket Type1,0.093385381,7.325,4.0,8,-2.3710204663405396,4.525202308848014
Low Fat,FDA19,Fruits and Vegetables,OUT046,Tier 1,Small,Supermarket Type1,0.055127499,7.52,4.0,8,-2.8981066129093183,4.8621306453958155
Low Fat,FDW56,Fruits and Vegetables,OUT046,Tier 1,Small,Supermarket Type1,0.070900282,7.68,4.0,8,-2.646480868018961,5.265877849027644
Low Fat,FDU32,Fruits and Vegetables,OUT046,Tier 1,Small,Supermarket Type1,0.025967624,8.785,4.0,8,-3.65090474767394,4.795306130766159
Low Fat,FDU07,Fruits and Vegetables,OUT046,Tier 1,Small,Supermarket Type1,0.059846975,11.1,4.0,8,-2.815964391279724,5.01818406364019
Low Fat,FDS07,Fruits and Vegetables,OUT046,Tier 1,Small,Supermarket Type1,0.099757833,12.35,4.0,8,-2.3050096999794043,4.744512910068756
Low Fat,FDF20,Fruits and Vegetables,OUT046,Tier 1,Small,Supermarket Type1,0.033220169,12.85,4.0,8,-3.4045980875131194,5.286633373771104
Low Fat,FDA32,Fruits and Vegetables,OUT046,Tier 1,Small,Supermarket Type1,0.030094192,14.0,4.0,8,-3.5034230826564987,5.378602506370986
Low Fat,FDE44,Fruits and Vegetables,OUT046,Tier 1,Small,Supermarket Type1,0.17138805,14.65,4.0,8,-1.7638249952023322,3.946795377829374
Low Fat,FDB09,Fruits and Vegetables,OUT046,Tier 1,Small,Supermarket Type1,0.057396092,16.25,4.0,8,-2.8577790615981047,4.842647318947633
Low Fat,FDP07,Fruits and Vegetables,OUT046,Tier 1,Small,Supermarket Type1,0.089901774,18.2,4.0,8,-2.4090376046625486,5.290844514208985
Low Fat,FDR43,Fruits and Vegetables,OUT046,Tier 1,Small,Supermarket Type1,0.161489509,18.2,4.0,8,-1.8233150981817239,3.653744383345607
Low Fat,FDP20,Fruits and Vegetables,OUT046,Tier 1,Small,Supermarket Type1,0.045669236,19.85,4.0,8,-3.0863303806310896,4.847347441601968
Low Fat,FDQ44,Fruits and Vegetables,OUT046,Tier 1,Small,Supermarket Type1,0.036140297,20.5,4.0,8,-3.3203467758108705,4.796415143883043
Low Fat,FDE32,Fruits and Vegetables,OUT046,Tier 1,Small,Supermarket Type1,0.04875891,20.7,4.0,8,-3.0208673290077726,3.646770173062455
Low Fat,DRK47,Hard Drinks,OUT046,Tier 1,Small,Supermarket Type1,0.06406438,7.905,4.0,8,-2.747866763738542,5.439249927829272
Low Fat,DRG23,Hard Drinks,OUT046,Tier 1,Small,Supermarket Type1,0.086781204,8.88,4.0,8,-2.4443652245436236,5.032189327960646
Low Fat,DRJ35,Hard Drinks,OUT046,Tier 1,Small,Supermarket Type1,0.046584552,10.1,4.0,8,-3.066486294955442,4.131765579971601
Low Fat,DRO47,Hard Drinks,OUT046,Tier 1,Small,Supermarket Type1,1e-09,10.195,4.0,8,-20.72326583694641,4.745679674967606
Low Fat,DRP47,Hard Drinks,OUT046,Tier 1,Small,Supermarket Type1,0.140603316,15.75,4.0,8,-1.9618127152464169,5.536697056168802
Low Fat,DRL47,Hard Drinks,OUT046,Tier 1,Small,Supermarket Type1,0.038736781,19.7,4.0,8,-3.2509657168665975,4.855432282984828
Low Fat,NCM05,Health and Hygiene,OUT046,Tier 1,Small,Supermarket Type1,0.059846975,6.825,4.0,8,-2.815964391279724,5.574139132804458
Low Fat,NCO05,Health and Hygiene,OUT046,Tier 1,Small,Supermarket Type1,0.046559448,7.27,4.0,8,-3.0670253312993365,4.62043705205809
Low Fat,NCL29,Health and Hygiene,OUT046,Tier 1,Small,Supermarket Type1,0.113939434,9.695,4.0,8,-2.172088252468994,5.083020449720127
Low Fat,NCN17,Health and Hygiene,OUT046,Tier 1,Small,Supermarket Type1,0.054939029,11.0,4.0,8,-2.901531272297185,4.62923626088129
Low Fat,NCQ29,Health and Hygiene,OUT046,Tier 1,Small,Supermarket Type1,0.104230135,12.0,4.0,8,-2.261153988019234,5.562709573349765
Low Fat,NCL41,Health and Hygiene,OUT046,Tier 1,Small,Supermarket Type1,0.041737627,12.35,4.0,8,-3.1763522308898,3.5299306148417235
Low Fat,NCT29,Health and Hygiene,OUT046,Tier 1,Small,Supermarket Type1,0.064110725,12.6,4.0,8,-2.747143612358722,4.814956120236726
Low Fat,NCA41,Health and Hygiene,OUT046,Tier 1,Small,Supermarket Type1,0.032586709,16.75,4.0,8,-3.423850773127969,5.262255897722929
Low Fat,NCK05,Health and Hygiene,OUT046,Tier 1,Small,Supermarket Type1,0.077454252,20.1,4.0,8,-2.5580678136907635,4.098562321623087
Low Fat,NCU30,Household,OUT046,Tier 1,Small,Supermarket Type1,0.034874689,5.11,4.0,8,-3.355993956443093,5.092037077807423
Low Fat,NCS30,Household,OUT046,Tier 1,Small,Supermarket Type1,0.093026207,5.945,4.0,8,-2.374874029826907,4.8657266635469
Low Fat,NCY42,Household,OUT046,Tier 1,Small,Supermarket Type1,0.015162573,6.38,4.0,8,-4.188925190214078,4.984612964490606
Low Fat,NCB19,Household,OUT046,Tier 1,Small,Supermarket Type1,0.090295708,6.525,4.0,8,-2.404665350142847,4.450715126508713
Low Fat,NCS06,Household,OUT046,Tier 1,Small,Supermarket Type1,1e-09,7.935,4.0,8,-20.72326583694641,5.578563107899444
Low Fat,NCS38,Household,OUT046,Tier 1,Small,Supermarket Type1,0.090191431,8.6,4.0,8,-2.405820856426345,4.735475380026014
Low Fat,NCS42,Household,OUT046,Tier 1,Small,Supermarket Type1,0.069416467,8.6,4.0,8,-2.6676311629579716,4.5381175738371615
Low Fat,NCU54,Household,OUT046,Tier 1,Small,Supermarket Type1,0.098622378,8.88,4.0,8,-2.3164570857208315,5.344375229952491
Low Fat,NCX54,Household,OUT046,Tier 1,Small,Supermarket Type1,0.048059871,9.195,4.0,8,-3.0353077328222358,4.671540154002523
Low Fat,NCA18,Household,OUT046,Tier 1,Small,Supermarket Type1,0.056077574,10.1,4.0,8,-2.8810192968206283,4.7778554626098
Low Fat,NCN26,Household,OUT046,Tier 1,Small,Supermarket Type1,0.028679894,10.85,4.0,8,-3.551558959212917,4.755147598407437
Low Fat,NCG54,Household,OUT046,Tier 1,Small,Supermarket Type1,0.079806266,12.1,4.0,8,-2.528153256305752,5.153930696586906
Low Fat,NCG07,Household,OUT046,Tier 1,Small,Supermarket Type1,0.052502049,12.3,4.0,8,-2.9469030815747255,5.256729453787277
Low Fat,NCJ18,Household,OUT046,Tier 1,Small,Supermarket Type1,0.163941937,12.35,4.0,8,-1.8082429565287725,4.770789703690412
Low Fat,NCU18,Household,OUT046,Tier 1,Small,Supermarket Type1,0.055840055,15.1,4.0,8,-2.885263835571485,4.947692654417746
Low Fat,NCE30,Household,OUT046,Tier 1,Small,Supermarket Type1,0.099136036,16.0,4.0,8,-2.3112622710502917,5.353705714745696
Low Fat,NCX30,Household,OUT046,Tier 1,Small,Supermarket Type1,0.026620627,16.7,4.0,8,-3.6260689125735475,5.522570701824157
Low Fat,NCF30,Household,OUT046,Tier 1,Small,Supermarket Type1,0.126244059,17.0,4.0,8,-2.069538269359646,4.833390429068194
Low Fat,NCH30,Household,OUT046,Tier 1,Small,Supermarket Type1,0.067154053,17.1,4.0,8,-2.7007660004255394,4.748283029556765
Low Fat,NCL30,Household,OUT046,Tier 1,Small,Supermarket Type1,0.048940428,18.1,4.0,8,-3.0171514756033186,4.856190348754925
Low Fat,NCI42,Household,OUT046,Tier 1,Small,Supermarket Type1,0.010365546,18.75,4.0,8,-4.569267857202488,5.3379966283979465
Low Fat,NCQ50,Household,OUT046,Tier 1,Small,Supermarket Type1,0.034307348,18.75,4.0,8,-3.372395720348409,5.3763047326842885
Low Fat,NCL18,Household,OUT046,Tier 1,Small,Supermarket Type1,0.16758389,18.85,4.0,8,-1.78627121727252,5.276141284835995
Low Fat,NCC06,Household,OUT046,Tier 1,Small,Supermarket Type1,0.026986367,19.0,4.0,8,-3.6124234664217556,4.8530734695913145
Low Fat,NCB18,Household,OUT046,Tier 1,Small,Supermarket Type1,0.041291169,19.6,4.0,8,-3.1871066275449764,4.476784389192179
Low Fat,NCI43,Household,OUT046,Tier 1,Small,Supermarket Type1,0.025968706,19.85,4.0,8,-3.6508630812720146,3.922717613693598
Low Fat,NCA06,Household,OUT046,Tier 1,Small,Supermarket Type1,0.143283608,20.5,4.0,8,-1.9429293400838585,3.661482563256985
Low Fat,NCE54,Household,OUT046,Tier 1,Small,Supermarket Type1,0.026899856,20.7,4.0,8,-3.615634345548523,4.316626409042278
Low Fat,NCP06,Household,OUT046,Tier 1,Small,Supermarket Type1,0.039245805,20.7,4.0,8,-3.2379107194465764,5.026748771899669
Low Fat,NCD54,Household,OUT046,Tier 1,Small,Supermarket Type1,0.029008944,21.1,4.0,8,-3.5401510827523173,4.97243901603012
Low Fat,FDM03,Meat,OUT046,Tier 1,Small,Supermarket Type1,1e-09,12.65,4.0,8,-20.72326583694641,4.690373095352148
Low Fat,FDX15,Meat,OUT046,Tier 1,Small,Supermarket Type1,0.156298858,17.2,4.0,8,-1.8559853480433306,5.094717830661468
Low Fat,FDR39,Meat,OUT046,Tier 1,Small,Supermarket Type1,0.083799283,20.35,4.0,8,-2.479330827616622,5.221053959704005
Low Fat,NCM07,Others,OUT046,Tier 1,Small,Supermarket Type1,0.039961837,9.395,4.0,8,-3.219830355287446,4.443718921627117
Low Fat,NCK07,Others,OUT046,Tier 1,Small,Supermarket Type1,0.048686689,10.65,4.0,8,-3.022349612742792,5.106869894976574
Low Fat,NCN19,Others,OUT046,Tier 1,Small,Supermarket Type1,1e-09,13.1,4.0,8,-20.72326583694641,5.248354765342832
Low Fat,NCP50,Others,OUT046,Tier 1,Small,Supermarket Type1,0.020559846,17.35,4.0,8,-3.8844153286955985,4.3790446931020455
Low Fat,NCN14,Others,OUT046,Tier 1,Small,Supermarket Type1,0.091917786,19.1,4.0,8,-2.386860731893593,5.213634911875937
Low Fat,NCJ31,Others,OUT046,Tier 1,Small,Supermarket Type1,0.182653772,19.2,4.0,8,-1.700162874434786,5.497248549935944
Low Fat,FDL33,Snack Foods,OUT046,Tier 1,Small,Supermarket Type1,0.099962524,7.235,4.0,8,-2.302959923234124,5.272205397147185
Low Fat,FDR33,Snack Foods,OUT046,Tier 1,Small,Supermarket Type1,0.026788937,7.31,4.0,8,-3.6197662751975472,4.712741256568058
Low Fat,FDT21,Snack Foods,OUT046,Tier 1,Small,Supermarket Type1,0.020391845,7.42,4.0,8,-3.8926202129572185,5.521097651889152
Low Fat,FDQ46,Snack Foods,OUT046,Tier 1,Small,Supermarket Type1,0.103813029,7.51,4.0,8,-2.26516379589614,4.742794192432113
Low Fat,FDQ34,Snack Foods,OUT046,Tier 1,Small,Supermarket Type1,0.162242617,10.85,4.0,8,-1.8186624282853494,4.690082862245168
Low Fat,FDH58,Snack Foods,OUT046,Tier 1,Small,Supermarket Type1,0.036939673,12.3,4.0,8,-3.298469156442969,4.737805927636999
Low Fat,FDF58,Snack Foods,OUT046,Tier 1,Small,Supermarket Type1,0.009581155,13.3,4.0,8,-4.647957130592262,4.1889120420506405
Low Fat,FDJ09,Snack Foods,OUT046,Tier 1,Small,Supermarket Type1,1e-09,15.0,4.0,8,-20.72326583694641,3.7949137427357718
Low Fat,FDS57,Snack Foods,OUT046,Tier 1,Small,Supermarket Type1,0.103442268,15.5,4.0,8,-2.2687416190048406,4.982558127024364
Low Fat,FDI33,Snack Foods,OUT046,Tier 1,Small,Supermarket Type1,0.028418817,16.5,4.0,8,-3.560703782795316,4.541320494219754
Low Fat,FDY10,Snack Foods,OUT046,Tier 1,Small,Supermarket Type1,0.049067877,17.6,4.0,8,-3.014550694540134,4.75890020592181
Low Fat,FDZ09,Snack Foods,OUT046,Tier 1,Small,Supermarket Type1,0.104878967,17.6,4.0,8,-2.2549482889268377,5.11130562802724
Low Fat,DRC25,Soft Drinks,OUT046,Tier 1,Small,Supermarket Type1,0.045371855,5.73,4.0,8,-3.092863300094027,4.466921398216857
Low Fat,DRJ01,Soft Drinks,OUT046,Tier 1,Small,Supermarket Type1,0.115032406,6.135,4.0,8,-2.1625413990102516,5.087742003634573
Low Fat,DRL60,Soft Drinks,OUT046,Tier 1,Small,Supermarket Type1,0.02705936,8.52,4.0,8,-3.60972230766479,5.0393406578290785
Low Fat,DRH13,Soft Drinks,OUT046,Tier 1,Small,Supermarket Type1,0.023885957,8.575,4.0,8,-3.734464565955223,4.678680836923866
Low Fat,DRF25,Soft Drinks,OUT046,Tier 1,Small,Supermarket Type1,0.038925251,9.0,4.0,8,-3.2461121129848562,3.5812664034028163
Low Fat,DRD37,Soft Drinks,OUT046,Tier 1,Small,Supermarket Type1,0.013841737,9.8,4.0,8,-4.280066830887458,3.833109659785168
Low Fat,DRJ37,Soft Drinks,OUT046,Tier 1,Small,Supermarket Type1,0.061101383,10.8,4.0,8,-2.7952207780362057,5.029799809345509
